64%,1029 hPa,3.0 °C
93%,1025 hPa,7 °C
100%,1025 hPa,9.0 °C
100%,1025 hPa,9 °C
100%,1025 hPa,10.0 °C
100%,1026 hPa,10 °C
100%,1025 hPa,11.0 °C
100%,1026 hPa,11 °C
100%,1026 hPa,12 °C
100%,1027 hPa,13.0 °C
99%,1026 hPa,13 °C
100%,1024 hPa,13.0 °C
99%,1025 hPa,13 °C
100%,1024 hPa,12.0 °C
99%,1025 hPa,12 °C
100%,1024 hPa,10.0 °C
100%,1024 hPa,10 °C
100%,1024 hPa,8 °C
100%,1024 hPa,6.0 °C
100%,1024 hPa,6 °C
99%,1025 hPa,4.0 °C
100%,1024 hPa,4 °C
100%,1025 hPa,4 °C
87%,1024 hPa,2.0 °C
77%,1025 hPa,2 °C
75%,1024 hPa,2.0 °C
66%,1024 hPa,2 °C
75%,1023 hPa,1.0 °C
63%,1024 hPa,1 °C
70%,1022 hPa,1.0 °C
61%,1023 hPa,1 °C
66%,1022 hPa,1.0 °C
60%,1023 hPa,1 °C
70%,1022 hPa,1.0 °C
61%,1023 hPa,1 °C
75%,1022 hPa,1.0 °C
70%,1023 hPa,1 °C
75%,1022 hPa,1.0 °C
65%,1023 hPa,1 °C
87%,1022 hPa,0.0 °C
83%,1023 hPa,0 °C
87%,1022 hPa,0.0 °C
82%,1023 hPa,0 °C
93%,1022 hPa,3.0 °C
86%,1023 hPa,3 °C
93%,1022 hPa,8.0 °C
87%,1023 hPa,8 °C
87%,1022 hPa,10.0 °C
87%,1023 hPa,10 °C
87%,1022 hPa,12.0 °C
96%,1023 hPa,12 °C
93%,1022 hPa,13.0 °C
96%,1023 hPa,13 °C
93%,1022 hPa,14.0 °C
96%,1023 hPa,14 °C
93%,1022 hPa,15.0 °C
96%,1022 hPa,15 °C
93%,1022 hPa,14.0 °C
96%,1022 hPa,14 °C
93%,1022 hPa,14.0 °C
96%,1022 hPa,14 °C
93%,1022 hPa,11.0 °C
96%,1022 hPa,11 °C
93%,1022 hPa,9 °C
96%,1022 hPa,7.0 °C
93%,1022 hPa,7 °C
96%,1023 hPa,6.0 °C
93%,1022 hPa,6 °C
93%,1023 hPa,4 °C
85%,1023 hPa,3.0 °C
87%,1022 hPa,3 °C
83%,1022 hPa,3.0 °C
87%,1021 hPa,3 °C
83%,1022 hPa,2.0 °C
93%,1020 hPa,2 °C
86%,1021 hPa,2.0 °C
93%,1020 hPa,2 °C
85%,1020 hPa,2.0 °C
93%,1019 hPa,2 °C
88%,1020 hPa,2.0 °C
87%,1019 hPa,2 °C
85%,1020 hPa,2.0 °C
87%,1019 hPa,2 °C
85%,1020 hPa,3 °C
87%,1020 hPa,3 °C
93%,1020 hPa,2 °C
89%,1020 hPa,3.0 °C
93%,1019 hPa,3 °C
92%,1020 hPa,7.0 °C
93%,1019 hPa,7 °C
90%,1020 hPa,11.0 °C
93%,1019 hPa,11 °C
90%,1020 hPa,13.0 °C
92%,1019 hPa,13 °C
93%,1018 hPa,15.0 °C
92%,1019 hPa,15 °C
93%,1018 hPa,15.0 °C
92%,1018 hPa,15 °C
93%,1017 hPa,17.0 °C
92%,1018 hPa,17 °C
92%,1017 hPa,17.0 °C
93%,1016 hPa,17 °C
92%,1017 hPa,16.0 °C
93%,1015 hPa,16 °C
90%,1016 hPa,13 °C
93%,1015 hPa,10.0 °C
90%,1015 hPa,10 °C
92%,1015 hPa,7.0 °C
83%,1015 hPa,7 °C
87%,1014 hPa,5.0 °C
83%,1015 hPa,5 °C
87%,1014 hPa,5.0 °C
83%,1015 hPa,5 °C
87%,1014 hPa,4.0 °C
87%,1014 hPa,4 °C
84%,1014 hPa,3.0 °C
87%,1014 hPa,0 °C
87%,1013 hPa,0.0 °C
84%,1014 hPa,0 °C
87%,1012 hPa,2.0 °C
83%,1013 hPa,2 °C
87%,1012 hPa,3.0 °C
81%,1012 hPa,3 °C
87%,1011 hPa,3.0 °C
83%,1012 hPa,4.0 °C
87%,1011 hPa,4 °C
86%,1012 hPa,5.0 °C
93%,1012 hPa,5 °C
86%,1012 hPa,6.0 °C
93%,1012 hPa,6 °C
86%,1012 hPa,6 °C
93%,1012 hPa,6.0 °C
85%,1012 hPa,6 °C
87%,1012 hPa,7.0 °C
85%,1012 hPa,7 °C
87%,1011 hPa,7.0 °C
88%,1012 hPa,7 °C
87%,1011 hPa,7.0 °C
88%,1012 hPa,7 °C
88%,1011 hPa,6.0 °C
93%,1010 hPa,6 °C
82%,1011 hPa,6.0 °C
93%,1009 hPa,6 °C
82%,1010 hPa,5.0 °C
87%,1009 hPa,5 °C
85%,1009 hPa,4.0 °C
87%,1010 hPa,4 °C
84%,1010 hPa,4.0 °C
93%,1010 hPa,4 °C
88%,1011 hPa,4.0 °C
93%,1010 hPa,4 °C
83%,1011 hPa,3.0 °C
87%,1010 hPa,3 °C
85%,1011 hPa,3.0 °C
81%,1010 hPa,3 °C
77%,1011 hPa,2.0 °C
76%,1010 hPa,2 °C
65%,1011 hPa,2.0 °C
76%,1010 hPa,2 °C
67%,1010 hPa,1.0 °C
81%,1009 hPa,1 °C
67%,1010 hPa,2.0 °C
76%,1008 hPa,2 °C
68%,1008 hPa,1.0 °C
76%,1007 hPa,1 °C
68%,1007 hPa,3.0 °C
76%,1006 hPa,3 °C
76%,1006 hPa,6.0 °C
66%,1007 hPa,6 °C
76%,1006 hPa,8.0 °C
66%,1007 hPa,8 °C
67%,1007 hPa,10.0 °C
76%,1006 hPa,10 °C
64%,1006 hPa,11.0 °C
76%,1006 hPa,11 °C
67%,1007 hPa,12.0 °C
76%,1006 hPa,12 °C
66%,1007 hPa,12.0 °C
70%,1006 hPa,12 °C
66%,1007 hPa,12.0 °C
70%,1006 hPa,12 °C
64%,1007 hPa,11.0 °C
75%,1007 hPa,11 °C
63%,1008 hPa,8.0 °C
75%,1008 hPa,8 °C
64%,1008 hPa,5.0 °C
75%,1008 hPa,5 °C
63%,1009 hPa,4.0 °C
70%,1008 hPa,4 °C
62%,1009 hPa,3.0 °C
70%,1008 hPa,3 °C
63%,1009 hPa,3.0 °C
70%,1009 hPa,3 °C
63%,1010 hPa,2.0 °C
70%,1010 hPa,2 °C
63%,1010 hPa,2.0 °C
76%,1010 hPa,2 °C
64%,1010 hPa,2.0 °C
76%,1010 hPa,2 °C
65%,1010 hPa,1.0 °C
71%,1010 hPa,1 °C
63%,1011 hPa,1.0 °C
71%,1009 hPa,1 °C
64%,1010 hPa,1.0 °C
76%,1008 hPa,1 °C
64%,1009 hPa,2.0 °C
64%,1008 hPa,2 °C
76%,1007 hPa,3.0 °C
66%,1007 hPa,3 °C
71%,1006 hPa,4.0 °C
65%,1006 hPa,4 °C
76%,1005 hPa,5.0 °C
63%,1005 hPa,5 °C
76%,1004 hPa,8.0 °C
65%,1005 hPa,8 °C
76%,1003 hPa,8.0 °C
66%,1004 hPa,8 °C
76%,1002 hPa,10.0 °C
66%,1003 hPa,10 °C
76%,1001 hPa,11.0 °C
66%,1002 hPa,11 °C
76%,1001 hPa,11.0 °C
66%,1002 hPa,11 °C
76%,1001 hPa,11.0 °C
67%,1001 hPa,11 °C
76%,1000 hPa,12.0 °C
66%,1001 hPa,12 °C
76%,1000 hPa,11.0 °C
68%,1000 hPa,11 °C
76%,1000 hPa,10.0 °C
68%,1000 hPa,10 °C
76%,999 hPa,10.0 °C
68%,1000 hPa,10 °C
76%,999 hPa,9 °C
67%,1000 hPa,8.0 °C
76%,999 hPa,8 °C
66%,1000 hPa,7 °C
76%,999 hPa,5.0 °C
68%,1000 hPa,5 °C
76%,999 hPa,4.0 °C
69%,1000 hPa,4.0 °C
67%,1000 hPa,4 °C
76%,1001 hPa,4.0 °C
73%,1001 hPa,4 °C
87%,1001 hPa,4.0 °C
84%,1002 hPa,4 °C
87%,1001 hPa,4.0 °C
83%,1002 hPa,4 °C
82%,1002 hPa,4.0 °C
81%,1003 hPa,4 °C
82%,1002 hPa,4.0 °C
82%,1003 hPa,4 °C
77%,1002 hPa,7 °C
66%,1003 hPa,9.0 °C
82%,1002 hPa,9 °C
78%,1003 hPa,10.0 °C
88%,1003 hPa,10 °C
85%,1004 hPa,11.0 °C
88%,1004 hPa,11 °C
83%,1004 hPa,12.0 °C
87%,1005 hPa,12 °C
85%,1006 hPa,12.0 °C
87%,1006 hPa,12 °C
83%,1006 hPa,11.0 °C
87%,1008 hPa,11 °C
83%,1008 hPa,11.0 °C
82%,1009 hPa,11 °C
74%,1009 hPa,9.0 °C
82%,1010 hPa,9 °C
73%,1011 hPa,8.0 °C
76%,1011 hPa,8 °C
64%,1011 hPa,6.0 °C
87%,1011 hPa,6 °C
78%,1012 hPa,6.0 °C
87%,1011 hPa,6 °C
85%,1012 hPa,5.0 °C
87%,1012 hPa,5 °C
78%,1012 hPa,3.0 °C
87%,1012 hPa,3 °C
79%,1013 hPa,3 °C
87%,1012 hPa,3.0 °C
82%,1013 hPa,3 °C
87%,1012 hPa,4.0 °C
84%,1013 hPa,4 °C
87%,1012 hPa,4.0 °C
83%,1013 hPa,4 °C
81%,1012 hPa,4.0 °C
80%,1013 hPa,4 °C
85%,1013 hPa,4.0 °C
93%,1013 hPa,4 °C
88%,1014 hPa,4.0 °C
87%,1014 hPa,4 °C
85%,1014 hPa,4.0 °C
87%,1014 hPa,4 °C
84%,1015 hPa,4.0 °C
82%,1015 hPa,4 °C
72%,1015 hPa,5.0 °C
66%,1015 hPa,5 °C
58%,1015 hPa,5.0 °C
49%,1015 hPa,5 °C
62%,1014 hPa,6.0 °C
52%,1014 hPa,6 °C
67%,1014 hPa,6.0 °C
51%,1014 hPa,6 °C
66%,1014 hPa,6.0 °C
54%,1014 hPa,6 °C
71%,1014 hPa,7.0 °C
62%,1015 hPa,7 °C
76%,1015 hPa,7.0 °C
71%,1015 hPa,7 °C
81%,1015 hPa,7.0 °C
75%,1016 hPa,7 °C
81%,1015 hPa,7.0 °C
79%,1016 hPa,7 °C
81%,1016 hPa,7.0 °C
77%,1016 hPa,7 °C
87%,1016 hPa,7.0 °C
84%,1016 hPa,7 °C
93%,1016 hPa,7.0 °C
88%,1017 hPa,7 °C
93%,1016 hPa,6.0 °C
85%,1017 hPa,6 °C
81%,1016 hPa,5.0 °C
73%,1017 hPa,5 °C
76%,1016 hPa,5.0 °C
68%,1017 hPa,5 °C
76%,1016 hPa,4.0 °C
69%,1017 hPa,4 °C
76%,1016 hPa,3.0 °C
68%,1017 hPa,3 °C
76%,1014 hPa,3.0 °C
71%,1015 hPa,3 °C
81%,1017 hPa,2.0 °C
70%,1017 hPa,2 °C
71%,1018 hPa,3.0 °C
81%,1018 hPa,3 °C
74%,1018 hPa,4.0 °C
71%,1018 hPa,4 °C
76%,1018 hPa,5.0 °C
68%,1019 hPa,5 °C
66%,1018 hPa,5.0 °C
58%,1019 hPa,5 °C
53%,1019 hPa,5.0 °C
62%,1018 hPa,5 °C
52%,1019 hPa,5.0 °C
58%,1018 hPa,5 °C
49%,1018 hPa,6.0 °C
66%,1018 hPa,6 °C
57%,1018 hPa,7.0 °C
71%,1018 hPa,7 °C
60%,1018 hPa,7.0 °C
76%,1018 hPa,7 °C
63%,1018 hPa,8.0 °C
76%,1019 hPa,8 °C
71%,1020 hPa,8.0 °C
76%,1020 hPa,8 °C
66%,1020 hPa,9.0 °C
81%,1020 hPa,9 °C
68%,1021 hPa,9.0 °C
73%,1021 hPa,9 °C
81%,1021 hPa,9.0 °C
76%,1021 hPa,9 °C
73%,1022 hPa,9 °C
72%,1022 hPa,9 °C
81%,1021 hPa,8.0 °C
75%,1022 hPa,8 °C
81%,1022 hPa,7.0 °C
75%,1022 hPa,7 °C
81%,1022 hPa,8.0 °C
75%,1022 hPa,8 °C
87%,1022 hPa,7.0 °C
81%,1022 hPa,7 °C
81%,1022 hPa,7.0 °C
75%,1022 hPa,7 °C
75%,1023 hPa,7.0 °C
66%,1023 hPa,7 °C
66%,1023 hPa,7.0 °C
54%,1023 hPa,7 °C
57%,1023 hPa,7.0 °C
48%,1023 hPa,7 °C
61%,1023 hPa,7.0 °C
50%,1023 hPa,7 °C
54%,1022 hPa,7.0 °C
44%,1023 hPa,7 °C
53%,1022 hPa,7.0 °C
41%,1023 hPa,7 °C
54%,1022 hPa,7.0 °C
45%,1022 hPa,7 °C
57%,1022 hPa,7.0 °C
48%,1022 hPa,7 °C
70%,1022 hPa,7.0 °C
58%,1022 hPa,7 °C
70%,1022 hPa,6 °C
62%,1023 hPa,7.0 °C
70%,1022 hPa,7 °C
62%,1023 hPa,7.0 °C
70%,1023 hPa,7 °C
61%,1023 hPa,7.0 °C
81%,1023 hPa,7.0 °C
73%,1023 hPa,7 °C
81%,1023 hPa,8.0 °C
73%,1023 hPa,8 °C
81%,1023 hPa,9.0 °C
73%,1023 hPa,9 °C
81%,1023 hPa,9.0 °C
76%,1023 hPa,9 °C
76%,1022 hPa,9.0 °C
66%,1023 hPa,9 °C
76%,1022 hPa,9.0 °C
66%,1023 hPa,9 °C
70%,1022 hPa,9.0 °C
59%,1023 hPa,9 °C
70%,1022 hPa,8.0 °C
59%,1022 hPa,8 °C
70%,1021 hPa,8.0 °C
61%,1022 hPa,8 °C
76%,1021 hPa,8.0 °C
64%,1022 hPa,8 °C
76%,1021 hPa,8.0 °C
66%,1022 hPa,8 °C
57%,1023 hPa,8.0 °C
66%,1022 hPa,8 °C
54%,1022 hPa,8.0 °C
62%,1022 hPa,8 °C
51%,1022 hPa,8.0 °C
62%,1022 hPa,8 °C
52%,1022 hPa,8.0 °C
62%,1022 hPa,8 °C
51%,1022 hPa,8.0 °C
62%,1021 hPa,8 °C
51%,1022 hPa,8 °C
66%,1021 hPa,8 °C
55%,1022 hPa,7.0 °C
66%,1022 hPa,7 °C
60%,1022 hPa,7.0 °C
71%,1022 hPa,7 °C
63%,1022 hPa,7.0 °C
76%,1022 hPa,7 °C
69%,1022 hPa,8.0 °C
81%,1022 hPa,8 °C
70%,1022 hPa,8.0 °C
76%,1022 hPa,8 °C
69%,1022 hPa,8.0 °C
76%,1022 hPa,8 °C
69%,1023 hPa,9.0 °C
81%,1022 hPa,9 °C
70%,1023 hPa,9.0 °C
76%,1022 hPa,9 °C
71%,1023 hPa,9.0 °C
87%,1023 hPa,9 °C
74%,1023 hPa,9.0 °C
93%,1023 hPa,9 °C
87%,1023 hPa,9.0 °C
87%,1023 hPa,9 °C
85%,1024 hPa,9.0 °C
87%,1023 hPa,9 °C
85%,1024 hPa,9.0 °C
85%,1025 hPa,9 °C
93%,1024 hPa,9.0 °C
88%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
90%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
84%,1024 hPa,9 °C
93%,1024 hPa,9.0 °C
93%,1024 hPa,9 °C
88%,1025 hPa,8.0 °C
81%,1024 hPa,8 °C
76%,1025 hPa,8.0 °C
71%,1024 hPa,8 °C
65%,1025 hPa,8.0 °C
76%,1025 hPa,8 °C
67%,1025 hPa,8.0 °C
71%,1024 hPa,8 °C
64%,1025 hPa,8.0 °C
76%,1024 hPa,8 °C
66%,1024 hPa,5.0 °C
71%,1024 hPa,5 °C
63%,1024 hPa,5.0 °C
71%,1024 hPa,5 °C
62%,1024 hPa,5.0 °C
76%,1023 hPa,5 °C
67%,1024 hPa,3.0 °C
76%,1024 hPa,3 °C
73%,1024 hPa,5.0 °C
78%,1024 hPa,5 °C
93%,1024 hPa,7.0 °C
85%,1024 hPa,7 °C
93%,1024 hPa,9.0 °C
85%,1025 hPa,9 °C
93%,1025 hPa,10 °C
87%,1025 hPa,11.0 °C
93%,1025 hPa,11 °C
87%,1025 hPa,11.0 °C
93%,1025 hPa,11 °C
92%,1025 hPa,12.0 °C
93%,1025 hPa,12 °C
92%,1026 hPa,12.0 °C
93%,1025 hPa,13.0 °C
89%,1026 hPa,13 °C
87%,1025 hPa,12.0 °C
86%,1026 hPa,12 °C
87%,1025 hPa,12.0 °C
82%,1026 hPa,12 °C
87%,1025 hPa,9.0 °C
84%,1026 hPa,9 °C
81%,1026 hPa,7.0 °C
87%,1026 hPa,7 °C
84%,1027 hPa,5.0 °C
87%,1027 hPa,5 °C
84%,1028 hPa,4.0 °C
87%,1027 hPa,4 °C
80%,1028 hPa,3.0 °C
87%,1028 hPa,3 °C
76%,1028 hPa,3.0 °C
72%,1029 hPa,3 °C
58%,1029 hPa,3.0 °C
66%,1028 hPa,3 °C
61%,1029 hPa,2.0 °C
71%,1028 hPa,2 °C
67%,1028 hPa,2.0 °C
58%,1029 hPa,2 °C
67%,1027 hPa,3 °C
61%,1028 hPa,4 °C
71%,1027 hPa,5 °C
61%,1028 hPa,6 °C
76%,1027 hPa,7 °C
70%,1028 hPa,8 °C
81%,1028 hPa,9 °C
79%,1028 hPa,10 °C
81%,1028 hPa,0.0 °C
79%,1029 hPa,0 °C
87%,1028 hPa,3 °C
87%,1029 hPa,8.0 °C
87%,1029 hPa,8 °C
87%,1029 hPa,10.0 °C
93%,1029 hPa,10 °C
88%,1029 hPa,11.0 °C
93%,1029 hPa,11 °C
87%,1029 hPa,11.0 °C
87%,1029 hPa,11 °C
84%,1030 hPa,12.0 °C
87%,1029 hPa,12 °C
82%,1030 hPa,12.0 °C
77%,1030 hPa,12 °C
87%,1029 hPa,13.0 °C
78%,1030 hPa,13 °C
81%,1030 hPa,12.0 °C
81%,1029 hPa,12 °C
81%,1030 hPa,11.0 °C
81%,1029 hPa,11 °C
77%,1030 hPa,9.0 °C
87%,1029 hPa,9 °C
79%,1030 hPa,7.0 °C
81%,1029 hPa,7 °C
72%,1030 hPa,6.0 °C
76%,1030 hPa,6 °C
71%,1030 hPa,5.0 °C
76%,1030 hPa,5 °C
66%,1031 hPa,5.0 °C
76%,1030 hPa,5 °C
67%,1031 hPa,4 °C
71%,1030 hPa,4.0 °C
61%,1031 hPa,4 °C
58%,1030 hPa,3.0 °C
66%,1030 hPa,3 °C
54%,1030 hPa,3 °C
56%,1030 hPa,2.0 °C
66%,1029 hPa,2 °C
58%,1030 hPa,3.0 °C
71%,1030 hPa,3 °C
61%,1030 hPa,3.0 °C
76%,1030 hPa,3 °C
67%,1031 hPa,2.0 °C
76%,1031 hPa,2 °C
64%,1031 hPa,2.0 °C
81%,1031 hPa,2 °C
68%,1032 hPa,6.0 °C
77%,1032 hPa,6 °C
87%,1031 hPa,8.0 °C
80%,1032 hPa,8 °C
87%,1031 hPa,9.0 °C
80%,1032 hPa,9 °C
87%,1031 hPa,12.0 °C
83%,1032 hPa,12 °C
87%,1032 hPa,13 °C
84%,1032 hPa,13.0 °C
93%,1032 hPa,13 °C
87%,1033 hPa,13.0 °C
85%,1032 hPa,13 °C
93%,1032 hPa,13.0 °C
88%,1032 hPa,13 °C
93%,1032 hPa,13.0 °C
89%,1033 hPa,13 °C
93%,1032 hPa,11.0 °C
83%,1033 hPa,11 °C
93%,1033 hPa,10.0 °C
89%,1033 hPa,10 °C
66%,1033 hPa,10.0 °C
58%,1034 hPa,10 °C
54%,1033 hPa,9.0 °C
40%,1034 hPa,9 °C
47%,1033 hPa,9.0 °C
33%,1034 hPa,9 °C
47%,1033 hPa,9 °C
35%,1034 hPa,8.0 °C
33%,1033 hPa,8 °C
44%,1033 hPa,8.0 °C
31%,1033 hPa,8 °C
41%,1033 hPa,8.0 °C
30%,1033 hPa,8 °C
47%,1033 hPa,8.0 °C
34%,1033 hPa,8 °C
54%,1033 hPa,8.0 °C
45%,1034 hPa,8 °C
54%,1034 hPa,8.0 °C
76%,1034 hPa,8 °C
67%,1034 hPa,7.0 °C
87%,1034 hPa,7 °C
80%,1034 hPa,7 °C
85%,1035 hPa,7.0 °C
93%,1035 hPa,7 °C
86%,1036 hPa,8.0 °C
93%,1035 hPa,8 °C
91%,1036 hPa,10 °C
100%,1035 hPa,12.0 °C
91%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
88%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
89%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
89%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
85%,1036 hPa,12 °C
93%,1035 hPa,12.0 °C
85%,1036 hPa,12 °C
93%,1035 hPa,11 °C
86%,1036 hPa,10.0 °C
93%,1035 hPa,10 °C
86%,1036 hPa,8.0 °C
87%,1035 hPa,8 °C
84%,1036 hPa,7.0 °C
71%,1035 hPa,7 °C
66%,1036 hPa,6.0 °C
66%,1035 hPa,6 °C
55%,1036 hPa,5.0 °C
62%,1035 hPa,5 °C
52%,1036 hPa,5.0 °C
54%,1034 hPa,5 °C
44%,1034 hPa,5.0 °C
55%,1033 hPa,5 °C
42%,1034 hPa,5.0 °C
51%,1033 hPa,5 °C
43%,1034 hPa,5.0 °C
59%,1033 hPa,5 °C
46%,1033 hPa,5.0 °C
59%,1033 hPa,5 °C
47%,1033 hPa,4.0 °C
71%,1032 hPa,4 °C
56%,1033 hPa,5.0 °C
70%,1033 hPa,5 °C
